id,word,translation,language,status,created_at,updated_at
240,ağırlıq,"тяжесть, бремя, трудность",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
241,ağırmaq,"1) болеть (об органах)
başım ağıra - у меня болит голова
sızlap ağırmaq - ныть
2) болеть (чем-л.)
ср. hastalanmaq
3) медлительный, нерасторопный, рохля
ср. çaman",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
242,ağırmaqlı,медленный,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
243,ağırtmaq,см. ağırmaq 1),Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
244,ağırttırmaq,причинять боль,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
245,ağız,"(ağzı)
1) рот, уста, зев, пасть
ağız boşluğı - анат. полость рта
2) отверстие, проём, жерло
yanardağ ağzı - жерло вулкана
şişe ağzı - горлышко бутылки",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
246,ağız-ağızdan,из уст в уста,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
247,ağızdan,"устно, устный
ср. ağzaki, şifaiy
ağızdan esaplav - мат. устный счёт",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
248,ağızlanmaq,бахвалиться,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
249,ağızlıq,"грызло (железная часть удил), намордник",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
250,ağızlıqlı,"с грызлом, с намордником",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
251,ağlama,плачь,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
252,ağlamaq,"плакать
ökür-ökür ağlamaq - реветь
biraz ağlamaq - всплакнуть
qan ağlamaq - заливаться горючими слезами, плакать кровавыми слезами",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
253,ağlamsıramaq,притворно плакать,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
254,ağlanmaq,"сетовать, плакаться, жаловаться
ср. aytınmaq",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
255,ağlav,плач,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
256,ağlavuq,"плаксивый, плакса",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
257,ağlay-ağlay,плача,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
258,ağlı,"с сетью
ağlı kepçe - сачок",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
259,ağnamaq,"1) /диал. орта-ёл./
см. añlamaq
2) /диал./
см. avnamaq",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
260,agrar,аграрный,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
261,Agrarnoye,Аграрное (посёлок в Крыму),Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
262,agressiya,"/русизм/
см. tecavuz",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
263,agressor,"/русизм/
см. tecavuzcı",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
264,ağrı,"боль
tiş ağrısı - зубная боль
yürek ağrısı - душевная боль",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
265,agronom,агроном,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
266,ağuş,объятие,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
267,ağuv,"горький
ağuvca - горьковатый, горьче
ср. accı",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
268,ağuvlaşmaq,"становиться горьким, горкнуть",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
269,ağuvlıq,горечь,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
270,ağzaki,"устно, устный
см. ağızdan
ağzaki til - шк. устная речь",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
271,aha,"1) да! ага!
aha-a! elime tüştiñmi! (или tutuldıñmı!) - ага! попался!
2) aha bu - вот это(т)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
272,ahenk,см. aenk,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
273,ahiret,см. ahret,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
274,ahır,"1) хлев, конюшня
at ahırı - конюшня
ср. at aranı
2) конец, исход, окончание
ahırında - в конце
ahır zaman - конец света, светопреставление
ср. fetih 3)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
275,ahır-soñu,"наконец, в конце концов, в итоге
ср. ahırı",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
276,ahırı,"наконец
ср. tübü",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
277,ahırki,"конечный, последний",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
278,ahlap,дикая груша,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
279,ahlâq,"(ahlâqı)
нравственность, мораль, этика",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
280,ahlâqiy,"моральный, нравственный",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
281,ahlâqlı,"хорошего поведения, воспитанный",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
282,ahlâqsız,безнравственный,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
283,ahlat,"(ahlatı)
телесная жидкость, тканевая жидкость, лимфа",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
284,ahmaq,"глупец, глупый, дурень",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
285,ahmaqlıq,глупость,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
286,ahret,"(ahreti)
потусторонний (загробный) мир",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
287,ahrı,см. ahırı,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
288,aht,"(ahtı)
цель, обещание, обязательство, обет
ahtında turmaq - остаться (быть) верным клятве",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
289,ahtıman,"месть
ср. intiqam
ahtıman almaq - отомстить",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
290,ahudut,"(ahudutı)
малина",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
291,ahval,см. eval,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
292,aile,"семья
ср. qoranta",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
293,aileviy,семейный,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
294,ait,"относящийся, касающийся; соответствующий
ср. mensüp
ait olmaq - относиться, принадлежать
maña ait - относящийся ко мне, касающийся меня
ait organlar - соответствующие органы",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
295,aizar,"плач, рыдание, стон
aizar çekmek - плакать, рыдать, стонать",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
296,ajdağa,см. ajderha,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
297,ajderha,"дракон, змей",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
298,aka,"/диал. южн./
старший брат
см. ağa",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
299,akademik,"академик, академический",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
300,akademiya,академия,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
301,akem,"судья, арбитр",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
302,akik,"1) мин. агат
qırmızı akik - сердолик
2) поэт. красное вино",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
303,akim,"правитель, правящий, господствующий",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
304,akimdar,властелин,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
305,akimiyet,"(akimiyeti)
власть, правление
halq akimiyeti - власть народа",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
306,akis,"1) обратный, противоположный
akis alda - в противном случае
2) отражение 
akis olmaq - отражаться 
akis etmek - отражать
***
akis-seda - эхо",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
307,akiscasuslıq,контрразведка,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
308,akiscasuslıqçı,контрразведчик,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
309,akisinqilâp,"(akisinqilâbı)
контрреволюция",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
310,akisinqilâpçı,контрреволюционер,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
311,akislik,противоположность,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
312,akissada,см. akisseda,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
313,akisseda,эхо,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
314,akkompanement,"(akkompanementi)
аккомпанемент",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
315,akkord,аккорд,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
316,akkumulâtor,аккумулятор,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
317,akrobat,"(akrobatı)
акробат",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
318,aks,см. akis,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
319,aksince,см. aksine,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
320,aksine,"напротив, наоборот
ср. qayta, bilakis",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
321,akt,"(aktı)
акт (документ)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
322,aktiv,актив,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
323,aktör,актёр,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
324,aktrisa,актриса,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
325,aktsent,"(aktsenti)
акцент",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
326,aktual,"произн. [актуаль]
актуальный",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
327,akula,акула,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
328,akvarel,акварель,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
329,akvarium,аквариум,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
330,al,"произн. [аль]
решение, разрешение
al etmek - решать, разрешать (вопрос, проблему)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
331,al-ahval,см. al-eval,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
332,al-azır,"настоящее
keçmiş ve al-azır - прошлое и настоящее",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
333,al-azırda,"в настоящее время
ср. şimdi",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
334,al-azırki,"настоящий, нынешний
ср. şimdiki, aqımdaki",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
335,al-eval,"положение, состояние (здоровья)
Al-evalıñız nasıl? - Как поживаете?, Как здоровье?",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
336,al-hatır,"здоровье, самочувствие
al-hatır soramaq - спрашивать о здоровье, самочувствии",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
337,ala,"1) пёстрый, пегий, пятнистый
ala balıq - см. alabalıq
ala qarğa - см. alaqarğa
2) тётя (младшая сестра отца)
см. alapçe",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
338,alâ,"1)  всё, всё ещё
alâ daa - всё ещё
2) отличный
pek alâ - превосходный",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
339,alabota,лебеда,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
340,alaca,"1) пегий
2) вид материала
Şam alaca - аладжа из Сирии
3) /диал. южн./
слива
см. эрик",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
341,alaca-bulaca,"очень пёстрый, кричащий (о расцветке)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
342,alâcı,"отличник, отличница",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
343,alafranka,"на европейский манер, по-европейски",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
344,alağaç,"/историч./
красный кол; кол красного цвета, обозначавщий место сбора рекрутов",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
345,alah-bulah,"мутный, тусклый, затуманенный",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
346,alâlem,см. alelem,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
347,alamaç,yeşil tüs alamaç-alamaç toğaylar - коврами расстилаются зелёные луга,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
348,alâmet,"(alâmeti)
признак, примета, знамение, предзнаменование
qış alâmetleri - приметы зимы
oğursızlıq alâmetleri - плохое предзнаменование",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
349,alan,"поляна
orman alanı - лесная поляна",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
350,alançıq,полянка,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
351,alapçe,тётя (сестра отца),Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
352,alâqa,"связь, отношение, касательство
alâqa bölügi - отделение связи",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
353,alâqacı,"связной, связист",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
354,alâqadar,"связанный, касающийся, причастный",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
355,alaşa,"мерин, конь
ср. ayğır",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
356,alât,"(alâtı)
инструменты, приборы",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
357,alatlı,"1) грузный, тяжёлый (о человеке)
2) солидный
alatlı qırcıman - солидный человек средних лет",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
358,alay,"1) /диал. степн./
все
ср. episi
alayımız çıñlaştıq - все мы пели чины
2) слово, вставляемое в текст народных песен (как «люли-люли» в русских песнях)",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
359,Albat,Албат (Куйбышево) - посёлок в Крыму,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
360,albav,"солоноватый, горьковатый (о воде)
albav suv - жёсткая вода",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
361,albom,"произн. [альбом]
альбом",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
362,albu,"albu ise - между тем как, тогда как
albu ki - между тем как, тогда как",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
363,albuki,см. albu,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
364,alçaçıq,низенький,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
365,alçaq,"1) низкий
2) подонок, подлый, бесчестный",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
366,alçaqgöñülli,"скромный, кроткий",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
367,alçaqgöñüllilik,скромность,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
368,alçaqlama,снижение,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
369,alçaqlaşmaq,"понижаться, снижаться",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
370,alçaqlatmaq,"понижать, снижать",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
371,alçaqlav,снижение,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
372,alçaqlıq,"1) низина, низменность
2) низость, подлость",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
373,alcaymaq,см. alcımaq,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
374,alçı,вогнутая боковая сторона альчика,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
375,alcığan,впавший в детство (о престарелом человеке),Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
376,alcımaq,"впадать в детство, впадать в старческий маразм",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
377,ald,"перед
ср. ög
aldda - впереди
aldı - передняя часть
aldımızdaki - предстоящий, находящийся впереди нас
aldında - впереди
alddaki, aldındaki - передний, находящийся впереди
aldan, aldından - спереди, раньше
aldına-artına baqmayıp qaçmaq - бежать без оглядки",Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
378,aldamaq,см. aldatmaq,Q,1,2016-07-30 21:52:11,2016-07-30 21:52:11
